customer_message,brand_reply,customer_tweet_id,brand_tweet_id
I’ve updated my Mac and now it’s being a piece of shit omd @115858 sort your shit out please,"@711542 We're here to help, as that's not the experience we want for you or your Mac. What type of issues are you experiencing? What is the currently installed macOS version?",2492373,2492371
@AppleSupport I️ have done that as well and still nothing,"@781524 Thank you. We always recommend backing up your iPhone before updating. Have you created a backup? If not, follow this: https://t.co/tHicJHB57O Do you have an updated version of iTunes on your computer? If so, go ahead and try to update using iTunes.",2801497,2801496
.@AppleSupport help https://t.co/uqXBE2bfvn,@276124 Hello! We got your DM and will continue from there. Speak with you soon.,656237,656236
"@115858 please fix ur ios 11, battery drainer operating system? Really? I dont want to upgrade to your 8 or X, it sucks!","@612562  We can help you. Try optimizing your settings for maximum battery life, and DM us if this continues: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",2071291,2071290
"@AppleSupport my son has the iphone 5c to play pokemon go on, the game needs an update and when he clicks on update it takes him to the billing page ,any idea why please???",@246755 We'd be happy to look into this with you. Please meet us in DM and we'll continue there. https://t.co/GDrqU22YpT,545306,545304
"Hey @115858, fix this I️ problem",@629319 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2139884,2139883
"Ffs @115858 sort out your new fucking update before I crucify my phone, had to restart it about 50 times today #fuckyou",@551467 We're here to help with any issues you may be having. Select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT,1840093,1840092
@AppleSupport Doesn’t make a difference. I still see it on apps. Why?,@518088 Send us a DM and let us know your iOS version. https://t.co/GDrqU22YpT,1710000,1710002
"Help new #ios makes my iPhone 6 stuck, slow and no working properly at all. Why oh why @115858!!!!",@291516 We want to look into this. Can you tell us which iOS 11 version you're on? Settings &gt; General &gt; About will tell you.,716614,716613
"@115858 fix my phone bruh, can’t type the letter i. Like ASAP !","@707848 Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, have you updated your device to 11.1.1? You can update your device by following  these steps: https://t.co/80YRnjDFDk",2476204,2476203
@AppleSupport how can such messages be blocked in Messages? https://t.co/8Gbh3kCnpV,@141831 Happy to help you. Our website here has information on how to block a single phone number: https://t.co/rYxZGDk3Lz We'd also ask that you tap Report Junk under any message you receive like that looks like this. DM us if you have any questions. https://t.co/GDrqU22YpT,115994,115993
Amber alert just made me shit on myself. They’re very important but perhaps we could turn the volume down a bit @115858,@391076 Apple welcomes suggestions. Here’s a great link to submit your feedback: https://t.co/eTPVYVFyd8,1151887,1151886
Does anyone else have problems with the native workout app on Apple Watch not syncing across workouts!? It proper pisses me off! @AppleSupport ??,@695806 We're here for you. Which Apple Watch are you using and what version of watchOS is installed?,2422595,2422593
"@AppleSupport Last couple days, magnifier keeps randomly popping up on my iPhone X, iOS 11.1. Bringing up mag control and zooming out turns it off, but it pops up again a few minutes later. Is there a fix, maybe in 11.1.1? Or is this an isolated issue?","@427228 We'd be happy to look into this with you. Let us know via DM if you configured this iPhone like new, or restored it from a backup when setting up the device. We'll go from there. https://t.co/GDrqU22YpT",2305191,2305190
Can @AppleSupport explain to me why when I’m on family sharing I can’t make my own purchases with my own credit card?!?!?!?!?! @115858,@775665 Thanks for reaching out! This is expected behavior with Family Sharing. Check out this article for more information: https://t.co/QlgvVVFJem,2775968,2775966
@AppleSupport Can you help with this?,"@356797 Yes, we can. Can you tell us which iOS version you are currently using please?",1000213,1000211
@AppleSupport ok what’s going on? My phone called myself. What’s going on Apple...,@408566 We'd be happy to look into this. Send us a DM with a few details. https://t.co/GDrqU22YpT,1230350,1230349
Is there a problem with YouTube app running on #iOS11 ? It’s making my phone hotter and  hotter every day. It’s using more than 50% in the background and draining the battery. @AppleSupport https://t.co/0xSaOjGZkR,@667400 We'd be happy to take a look. Send us a DM and we can go from there. https://t.co/GDrqU22YpT,2299344,2299343
@335324 @115858 @AppleSupport Useless is not the word.  I can’t even call or take call now And no response from @AppleSupport,@335323 Sorry for the delay! This certainly isn't the experience we want you to have. Which version of iOS 11 are you using? Reply in DM. https://t.co/GDrqU22YpT,906835,906833
@AppleSupport I saw the iPhone X bar on the keyboard at the bottom of my iPhone as shown in the photo shared,@163014 Thank you for the clarification. Does this appear in all apps and functions?,199427,199429
@AppleSupport will turning on background app refresh preserves battery lyf,@252895 You can see some great tips on how to preserve battery here: https://t.co/bivpdfBNJ6,568417,568416
"@AppleSupport Since I upgraded to ios 11 and 11.1, my battery drains too fast! I got a new iphone 7 plus and still the same issue!",@512925 Send us a DM and we can go over this from there. https://t.co/GDrqU22YpT,1689354,1689353
@115858 why my phone keep losing service and getting it back in the middle of nowhere and can y’all stop cutting my WiFi on?,@774795 Being able to rely on your cellular signal is so very important and we'll look into what we can regarding it. What iPhone model do you have and what's the iOS version? That's under Settings &gt; General &gt; About.,2771832,2771829
"Dear apple, iPhone8 getting really hot while recharging, how normal is this? #Apple #Iphone @115858",@510328 We'd like to help. The iPhone can get warm under certain conditions. This article can provide some info: https://t.co/otCvUAaFQq,1677820,1677819
@AppleSupport was working perfectly fine on iOS 9 but the moment I upgraded to ios 11 everything went haywire.,"@389297 We'll be happy to help. To clarify, are you on iOS 11.0.3? If so, when did you install it?",1144176,1144174
Seriously getting fed up with @AppleSupport now. Had to hard reset my phone 5 times in the last day as it keeps crashing 😒,@358430 We want to help. Please let us know in DM which iOS version you're using on your iPhone. https://t.co/GDrqU22YpT,1007582,1007581
@AppleSupport iOS 11.0.2! Phone no longer fit for purpose. Doctor on call!,@192790 We're here to help. Can you provide us more details on what is taking place with your device?,322336,322333
@AppleSupport I sent a support request through your website for iTunes purchase issues and received a bounce back email. https://t.co/G7hPWGLlUV,@459465 Thanks for letting us know. You can also reach iTunes Store Support here: https://t.co/SDIe7UiyJN,1462574,1462573
@AppleSupport could you please fix the i issue and also the lagging on this new IOS. it’s really infuriating.,@500337 Send us a DM and we'll take a closer look at this with you. https://t.co/GDrqU22YpT,1635721,1635720
@AppleSupport my Apple Watch is up to date but not all graphics are coming through. For instance the twitter icon doesn’t show at all,@386418 Let's get you back to enjoying your Apple Watch. Does this happen when you open the apps or just on the Home screen?,1130480,1130478
@115858 please fix the issue with messages not sending on a new cellular Series 3 ⌚️. Seems to happen when I leave the vicinity of my phone.,@553398 We'd like to learn more about this. Do you see an error message when this issue happens?,1847934,1847933
"@AppleSupport When trying to buy the iPhone X on Friday in store, is it possible to do an online store pickup?",@163656 Great question. Let us know in DM which country you are in and we'll point you in the right direction! https://t.co/GDrqU22YpT,1979967,1979966
@AppleSupport The “I” is giving this I️ symbol,@523824 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2137192,2137194
@AppleSupport Hello - I'm having trouble with my iPhone 7. A black screen with the spinning wheel appears every 10-20 seconds and asks for my key code. I did a full factory reset and the problem still persists. My current iOS version is 11.1.2 (updated less than 24 hours ago).,@241078 We received your DM and will work with you there. You should see our reply shortly.,523837,523836
@115858 @AppleSupport  sort it out! Since updating my 6s to iOS 11.0.3 my battery doesn’t even last half a day! #iphone #shitbattery,@561699 Having a dependable charge is important &amp; we'd like to help. DM us how long it's been since installing the update to get started. https://t.co/GDrqU22YpT,1882245,1882244
"Ever since I updated my iPhone 7 it’s been freezing!! 😠 It freezes in apps, while I’m texting, sending pics...pretty much everything I do it randomly freezes! Wtf! @115858 @AppleSupport",@777206 We're glad you reached out and are eager to help you. Could you let us know which iOS version you have installed and how long ago you updated? You can find the iOS version at Settings &gt; General &gt; About.,2783329,2783328
"@AppleSupport iPhone, MacBook Air and Apple Watch. Nope, I’ve never seen it on any of my devices.","@125899 Thanks for the reply. At this time we'd like to discuss this a bit further, please meet us in DM so we can assist. https://t.co/GDrqU22YpT",1835073,1835072
@AppleSupport  https://t.co/3lNR4s3CWC,@140212 Thanks so much for the update. Does this issue occur when using the built-in Apple Camera app?,109078,109076
Hey @115858 why is my phone changing the letter “eye” to I️. Fix my phone pls and thank you.,@504043 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1650184,1650183
@AppleSupport - contacts I’m calling do receive the call but when they answer there is no sound,@448324 Thank you for these details. Have you tried placing the call on loudspeaker or use headphones?,1412861,1412862
"@AppleSupport hello!, excuse me, this email is fake? Or is genuine? https://t.co/okLCvZhE0x",@593702 Let's take a look at this together. DM us the email address this message came from and we'll get started. https://t.co/GDrqU2kzhr,2007729,2007728
@AppleSupport i sent you guys a DM but ive still not gotten a response,@305273 We received your DM's and are working on a response there. Please watch your inbox for a DM back from us.,775426,775425
Hey @115858 really gettin tired of your sh*t.. please get it together! 1st I️ was forced to update &amp; made my phone slower. Now this symbol ? https://t.co/GajjJ93EdX,@517921 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1709253,1709252
@115858 @AppleSupport Congrats. IOS 11.1 is making my iPhone 6 even more glitchy and prone to freezing than it was before. #WTF,@123377 We'd like to look into this with you. Please click here to connect with us in DM. We'll continue there. https://t.co/GDrqU22YpT,33357,33356
@AppleSupport Why the icons don’t show on the series 1 with the #watchOS update?,@197551 Let's meet up in DM to discuss what you're seeing. https://t.co/GDrqU22YpT,336616,341306
My #iPhoneX  keeps restarting every 30 seconds............ @AppleSupport,@247963 We can help. Here's a few steps we'll want to try: https://t.co/osZOKKTalm,549568,549567
@AppleSupport iPhone 5S and IOS 11.3,@180074 Are you using a beta version? Let us know in DM: https://t.co/GDrqU22YpT,268740,268742
@AppleSupport hey I have an iPhone 7 running 11.1.2 and it keeps going to the lock screen. Can you help?,@249505 We'd like to help. Can you run through the steps here and see if it resolves that issue for you? Let us know what you see. https://t.co/osZOKKTalm,554820,554818
@AppleSupport How do I turn the alarm volume down to match the ringer volume? The alarm always starts on max volume for some reason.,@152748 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,157701,159613
@AppleSupport iOS11.0.3,@301101 Thanks so much for verifying. We'd like to gather more information so we can better assist you; please meet us in DM to do so: https://t.co/GDrqU22YpT,757854,757855
What's going on because my Apple Music app crashed @AppleSupport #AppleMusic #applebug,@318752 Let us know in a DM which device you're using with Apple Music. We'd like to help out. https://t.co/GDrqU22YpT,2117192,2117191
"@AppleSupport ‘upgrade’ to iOS 11.0.3 has ruined my devices: lags, shadows, shut downs, it’s disconnected and reduced productivity.","@402409 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",1201978,1201977
"@AppleSupport I checked both things, &amp; it still don’t work. I realize that it just work when I’m under WiFi. When im using Cel data, it don’t search",@346738 Send us a DM to continue. https://t.co/GDrqU2kzhr,955678,955680
@115858 I have a few questions about product warranty.,@202909 We'd like to help! Which device are you using?,2304887,2304885
"@AppleSupport I tried turning if off in the control center and in settings, but it keeps turning back on.",@176772 Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,255551,255552
@AppleSupport Is there a rough rough estimate on how much replacing+installing new iphone6s battery would cost at an Apple store?,@188702 You can check out service costs here: https://t.co/HKf1ErZuaH,304443,304442
@AppleSupport Thank you ! I will not erase my iPad Pro to see if the problem is solved ... look more and more like windows your iOS,@211914 No problem and just reach out if you need help again. Have a good one!,406620,406622
"My phone has been getting really hot lately, I’m just waiting for it to start on fire lmaooo @115858 I’m coming for that BAG just know",@610404 Meet us in DM with the iPhone model you own to get started. https://t.co/GDrqU22YpT,2063916,2063915
@115858 when tf are you gonna fix this I️ problem?!,@629744 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2141640,2141639
@AppleSupport if my iPhone is connect via Bluetooth to my car is there any way to get turn by turn directions when listening to the radio,"@299216 You'll want to test in your car. However, this article has the steps for adjusting the settings: https://t.co/qNkvRi5TH8",749754,749752
"@AppleSupport The phone call goes through and connects, but I'm unable to hear them or their phone ringing.","@371428 Alright, let's get this figured out together. DM us, and we can go from there. https://t.co/GDrqU22YpT",1064930,1064932
my phones dropping battery as i use it but it’s plugged in?? @115858 get ur shit together thanks!,@684206 Thanks for reaching out to us for support. We would love to help you. Which iPhone are you currently using?,2480645,2480644
Eye need help @AppleSupport https://t.co/3clPNfX3hE,@531112 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1766020,1766019
Dear @115858 .... You have me fucked up with this iOS 11.03 on an iPhone 8 plus.,@554209 We're happy to help. Tell us what's going on with your iPhone. We can look into it together.,1851607,1851606
@AppleSupport There’s a work around to just type one letter?,"@595036 If you're still running into the issue after implementing the workaround, please reach out to us in DM. https://t.co/GDrqU22YpT",2012314,2012317
"@AppleSupport Updated Iphone 7 to 11.0.3, screen turns black but is still responsive, and sometimes really really dim, have to hard reset..",@549596 We'd like to look into this with you. DM what apps or functions are in use when the screen goes dark to get started. https://t.co/GDrqU22YpT,1831726,1831725
"@AppleSupport No, i don’t. It is the original from apple",@332346 No worries. Check out the steps here: https://t.co/WIvZlsk5oQ,894333,894335
@8492 @AppleSupport @115858 @4150 How can I download a game bought 2 years ago but unavailable now on the #AppStore? #MickeyCastleOfIllusion,@680604 Thanks for reaching out to us. Let's continue in DM. We'll work together to see if there's anything we can to do resolve this and get you your app. https://t.co/GDrqU22YpT,2355885,2355884
@AppleSupport same as everyone here: https://t.co/nCgJOvue0E,"@210562 Thanks for sharing that with us. To clarify, you're also experiencing issues with calls while you're connected to Bluetooth?",399932,399935
"@AppleSupport Important as in, I’m selling my house and I’m missing calls from realtors.",@596388 We want to make sure your iPhone is working properly. Let's continue chatting via DM so we can take a closer look. https://t.co/GDrqU22YpT,2016704,2016703
"@AppleSupport hi, i am from UAE, i have iP6s my board damaged. where i can replace the mother board??",@200563 Hello. We received your DM. Please check there for our response.,356145,356144
Friday night. Still mourning iOS 10.3.3. RIP battery life and Touch ID. Welcome sentient bluetooth @AppleSupport #ios11update,"@332538 If you're having issues with battery and Touch ID, we'd like to explore options to help further in DM. https://t.co/GDrqU22YpT",895152,895151
"@570658 @115858 Slow phones, along with a new accelerated battery drain rate. Since the new phones were announced, mine all of a sudden can’t keep a charge.",@570657 We'd like to help with your battery life. Please send us a DM with which version of iOS 11 you're using. https://t.co/GDrqU22YpT,1915831,1915830
My biggest mistake was updating my phone to this stupid sign!!! ....”I️ “ how do I get rid of it !! @115858 🤬🤬,"@711188 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",2490800,2490799
@AppleSupport My screen stops working at least once a day and I have to hard reset. Pics won’t send. Everything is slower. It’s absolutely terrible. https://t.co/eb6pt4QOCl,@458857 Thanks for reaching out. We're here to help. When did this issue start? Does your phone become unresponsive using a specific app?,1776381,1776383
@AppleSupport since updating my iPhone 7 to iOS 11.0.3 my wifi keeps disconnecting when Twitter ap is open but not with anything else,@553185 We are here to help. Have you tried any troubleshooting such as restarting your device? Let us know in a DM here: https://t.co/GDrqU22YpT,1846913,1846912
"@AppleSupport There is no option to clear all, only older ones. The biggest issue is the blank lock screen which shows no clock or anything except your wallpaper. Have to reboot iphone","@693833 OK, if you press deeply on the ""x"" to clear the notifications, do you see an option to clear all?",2413672,2413674
@AppleSupport It happens at places throughout my day.,@377053 Thanks for confirming this. Send us a DM letting us know which country you live in and we'll work from there: https://t.co/GDrqU22YpT,1646048,1646049
.@115858 needs to fix this update issue with the i’s yesterday,"@645449 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",2207687,2207685
@AppleSupport my phone keeps crashing .,"@302979 That's not what we'd like to hear, and want to help stop this from happening. Tell us more about what you're experiencing.",1146719,1146717
"@AppleSupport dm now, I got it",@424577 Thanks for reaching out. Our applications support team will be happy to assist you. Reach out here: https://t.co/IBIY3vMgPj,2206933,2206932
why have i not received a confirmation email @AppleSupport i got the first shipment and everything. i just want to go to bed,"@431462 Thank you for reaching out to us. We'd like to get you in touch with our Sales Support, see this link: https://t.co/8yjRd1Xo0i",1335190,1335189
"@AppleSupport @115858 why am I forced to keep itunes/ stock/ apple weather/ wallet/maps on my phone? I don’t use your apps and I know I am not the only one, but I don’t want them on there anymore. They are buggy and cause issues on the phone and take up space. #iphoneapp #iphone",@531982 Thanks for reaching out. You can delete some built-in apps with iOS 11. This article has the information and steps to further assist: https://t.co/Dj4QS7mYwr,2427347,2427345
@AppleSupport I️ am so frustrated with not being able to use I️ help Me,@531268 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1766680,1766679
I'm really bothered about this bug!! In every notification I get this gap! @115858 FIX IT! #Apple #Iphone #IphoneBug #Iphone7Plus https://t.co/5IHCEXgwUw,"@271752 We’re here to help! Send us a DM telling us which iOS version number your iPhone 7 Plus is running at this time. Also, when did you begin seeing the notifications appear like the one in the screenshot? https://t.co/GDrqU22YpT",639772,639771
Thanks for ruining my phone #ios11 @AppleSupport,@522066 We'd love to help with any issues you're having. Please let us know what's going on and we'll get to the bottom of it together.,1726205,1726204
"I ran the new @115858 update on my iPhone 6, so now I basically own a brick that I can occasionally text on when the weather’s nice. #whytho https://t.co/rYl8gtB0Gv",@370014 We're here to help. Can you clarify the issue for us please? The more details the better.,1058949,1058947
"@AppleSupport Apparently I turned off ""Apple Connect"" (because it was annoying) which you blindly converted into turning off ""Music Profiles &amp; Posts"".",@479139 Setting up a profile is a great way to connect with friends in Apple Music. Let us know in DM if you’re still experiencing an issue. https://t.co/GDrqU22YpT,1940695,1940694
@115858 fix this stupid glitch please i’m really tired of i️t,"@662417 Thanks for contacting us, this issue was resolved with the software update for iOS version 11.1.1. Please visit: https://t.co/xXaXeeSRt9",2278011,2278009
@115858 can you pls fix the I virus thx,"@690159 Great news. The issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. We recommend having a current backup prior to updating. If you have any questions, just let us know.",2398105,2398104
#MacBookPro #apple #Another1  @AppleSupport https://t.co/pRy2tLibw0,@672841 We want to help. Would you tell us more about what happened in DM? https://t.co/GDrqU22YpT,2321931,2321929
Im gonna just start reading all ? As I by the time y’all fix this problem @115858 is that okay??,@533323 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1774675,1774674
"@115858 Since the latest update, when I insert a dash — into a text, whatever follows the dash gies undelivered. #Frustrating #PleaseFixThis",@628066 Which device is this occurring on? DM us the details and we'll work from there. https://t.co/GDrqU22YpT,2134802,2134801
"Hey, @AppleSupport is this an actual email from you guys or did someone just steal $100 bucks from me? https://t.co/HCVsLkSzck",@483743 We can help. This is a phishing attempt. Click here for more info and how to forward that to us: https://t.co/LNMCdqt6fD,1567565,1567564
I thought High Sierra’s has increased performance @AppleSupport ? It’s slower even on the simplest of tasks like screen grabs! Used to be instant before. Now have to wait about 2 minutes for it to appear on desktop. #design #graphicdesign,"@765182 Hey, we'd like to take a closer look into this to make sure everything is running as it should. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",2729122,2729121
"Constant, persistent lagging on the keyboard when typing with the new #ios11.1 os. Any ideas? @115858 @AppleSupport",@499690 Let's get this resolved. Which device are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,1633118,1633117
@AppleSupport What is your replacement policy in case the Mac doesn't work even after repairs?,"@677364 Thanks for giving those steps a try. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT",2341750,2341751
"How do I downgrade back to iOS 10, @115858?? Ever since the iOS 11 update, so many things have been glitchy/stopped working on my phone and I’m upset now!!!!","@755521 We do not support going back to an older version of iOS, though we will happily help you find a solution to any trouble you are having. DM the specific issue you are having to get started. https://t.co/GDrqU22YpT",2686709,2686708
"@AppleSupport Hi - thanks for that - yes, it charges fine when the smart connector is not connected to keyboard - when keyboard connected it randomly stops charging, but iPad plays ‘charging’ noise when you remove power cable. Started at iOS 11. iPad Pro 9.7.","@660504 When it stops charging, do you have to disconnect the smart connector and connect it back for it to start charging again, or does it start again on its own?",2269903,2269905
"@AppleSupport @211524 I’ve been having the same problem since updating to version 11.0.1.  Videos, photos, pages, even typing is slow to load.","@211523 We'd be happy get you back on track. Which device is affected? Since noticing this issue, have you been able to update to iOS 11.0.2?",403581,403579
@AppleSupport Strange characters started appearing on my phone. Top left hand corner has characters I've never seen before. https://t.co/OASwtRNlvf,@580830 We want to help out. Let's get to DM to start. https://t.co/GDrqU22YpT,1957519,1957517
"@AppleSupport 1st issue I had an ongoing case with senior support (sent diagnostics and files several times) before they stopped contacting - devices won’t back up to iCloud. Restored phone and iPad several times, back up would work for a few days then stop working again. https://t.co/QrFmLR9nW9",@771391 We'd like to help look into this a bit further. DM us what country or region you're located in.,2756126,2756124
"@AppleSupport Yes, am on 11.0.3. But notifications not always showing properly and phone will sometimes switch off randomly.","@328743 Have you been able to restart your device? If not, let’s give that a try: https://t.co/OWRDHWSt4h",879283,879282
@AppleSupport iOS 11.0.3 draining my iPhone 6s and Plus one percentage every 1m 40s. You gotta fix this!,@664849 We'd be happy to help! Here's some steps to help preserve battery life: https://t.co/bivpdfBNJ6,2288433,2288432
@115858 FIX THIS “I” shit. ITS SO ANNOYING!!!!!!,"@498861 For some help with that issue, please give the steps here a try: https://t.co/xU1AGHStV6",1629822,1629821
"@AppleSupport Yes. When attempting to go enter full screen mode via command, menu, or maximize button, FaceTime ends the call.",@669608 That is definitely not expected. Go ahead and DM us some more details about this and we can work together to figure this out. https://t.co/GDrqU22YpT,2308494,2308496
@AppleSupport Ok great. Thanks.,@646684 No problem. Feel free to reach out to us anytime. We're always here to help!,2212757,2212756
@AppleSupport iPhone 7plus and every 10secs my screen &amp; phone cutoff like it’s a reset or something,"@258661 Thank you for the additional information! Follow these steps to get your iPhone to stop restarting, then backup your iPhone and update it to iOS 11.2: https://t.co/osZOKKTalm Let us know how it goes!",587089,587091
@115858 ... now the mail keeps crashing. WHAT GIVES?! #iphoneissues https://t.co/XSbanFU23N,@207511 We are here to help. DM us your device details and we can take a look at this. https://t.co/GDrqU22YpT,386553,386552
"@AppleSupport 11.2 released and added Apple Pay Cash, yet it’s nowhere to be found...iOS 11 has been a nightmare 🙄","@204092 Thanks for reaching out about those features. If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",595807,595806
"Yo @115858. Wth is that exclamation point and question mark box?! 

Cc @AppleSupport",@496087 Thanks for reaching out. We currently have a workaround for this. Here's how: https://t.co/xXaXeeSRt9,1617936,1617934
@115858 WTF GOING ON???? https://t.co/KVjxQl9XS0,@462001 We're happy to help. Reach us via DM to continue. https://t.co/GDrqU22YpT,1473355,1473354
@AppleSupport get your life together and fix the keyboard,@532766 We'd like to look into this with you. DM us what's happening and we'll go from there. https://t.co/GDrqU22YpT,1772604,1772603
"@AppleSupport Hi, someone stole my phone and i saw these pics on my icloud, please help😞 https://t.co/XcmM9oyaYs","@743073 We want to help you recover your iPhone. Take a look at this link for what to do when your iPhone is lost or stolen: https://t.co/OoTfWcvYWI

That article will help you report the issue and look into other options as well.",2631528,2631527
If I️ say I️ it’s cause I️ wanna say I️! @115858 y’all full of shit with this damn box shit.,@594250 We've got steps that can solve that. Check those out here: https://t.co/xU1AGHStV6 and let us know if that doesn't help. https://t.co/GDrqU22YpT,2009652,2009651
iOS 11.1 is draining my battery @115858 @AppleSupport,@603592 We'll be glad to assist you. We know you need the battery to last as long as possible. Which device do you have? Please DM us. https://t.co/GDrqU22YpT,2041388,2041387
My phones freezing again ☹️ @AppleSupport,@529410 No worries. We're happy to work together with you. Meet up with us in DM to continue. https://t.co/GDrqU22YpT,2118343,2118342
"@186705 @AppleSupport Thanks, I’ve got a few things to try.","@595912 If you'd like some help with your iPad, we're here for you. Feel free to reach out via DM and we'll take a look. https://t.co/GDrqU22YpT",2015242,2015241
iOS 11 stole my keyboard @AppleSupport https://t.co/g8aBV0CDvy,@683336 We'd like to look into this with you. Join us in DM with the version of iOS 11 currently installed on your device. https://t.co/GDrqU22YpT,2367339,2367338
"Worst experience in an Apple Store ever. (Fifth Avenue) Always thought Apple was different from others :(

 @AppleSupport",@414985 We want to look deeper into this with you. DM us with more detail and we'll continue there. https://t.co/GDrqU22YpT,1258925,1258923
".@115858 Still problems w #iPhone7Plus after latest #iOS update. Freezes, no sound control (buttons), loudspeaker n/a for calls, apps quit.",@526322 We'd love to assist you with these issues. Please click here to join us in DM. We'll pick up there: https://t.co/GDrqU22YpT,1745552,1745551
@AppleSupport I have a family plan but my sister and I separately pay for iCloud storage. How do I cancel them and share a 2TB plan?,@219580 We'd be happy to help. Here's a link with more information on Family Sharing: https://t.co/ERCiFrN6Q1,440775,440773
@AppleSupport home button randomly stopped working. #AssistiveTouch activated but not ideal. Any recommendations / average price to fix? #iphoneproblems,"@667600 Send us a DM. We'd be happy to start looking into options with you. Let us know the country you're in, the type of iPhone and iOS it's running, please. https://t.co/GDrqU22YpT",2300177,2300176
@AppleSupport Auto connect means that I can use two devices? At the same time?,@408262 They would only be able to connect to one device at a time for audio playback.,1374962,1374963
@AppleSupport Hi there! How can I assign my mediaplayer-buttons just to media-apps like iTunes? It's SO ANNOYING 😒 › https://t.co/XcHnO1wNlL,@128489 We are here to help. DM us the details of your issue and we can take a look at this for you. https://t.co/GDrqU22YpT,1075070,1075069
"i hate this damn glitch, fix it @115858",@681638 Let's look into this for you. What are you experiencing with your device? Let us know in DM. https://t.co/GDrqU22YpT,2360339,2360338
Why?? I'm connected to WiFi and I tried on my mobile data... Wtf is wrong with @AppleSupport?? https://t.co/EknSNtu7VV,@405876 We can help with this update. Check out this article for steps to take for this error: https://t.co/Ui1yTnOCUz,1218398,1218397
@115858 what’s with that grey bar at the bottom of my homescreen? Will this issue be fixed with the next update? https://t.co/yKFUydMIBR,"@269712 We can answer this question for you. The gray bar is expected, nothing is out of place.",631751,631750
ever since this update i haven’t gotten notifications from certain texts and i’m irritated @AppleSupport @115858,@615077 We appreciate you coming to us for help on this. What kind of specific texts aren't notifying you? DM if necessary to discuss: https://t.co/GDrqU22YpT,2079709,2079708
"@AppleSupport please do something about these constant prompts for AppleID Verification, they're driving me nuts.",@174691 Surely! We're glad to help with those prompts. Which device is this occurring on &amp; what version of OS are you running?,247086,247083
"@115858 is there a reason your cameras don’t work? Every time I open my camera to take a picture, it shuts down. Fuck gives? #fixityoufucks",@640016 We'd be happy to look into this with you. DM us the iPhone your using and the version of the iOS you're currently running to get started. You can find this information by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,2185358,2185357
Be careful everyone who updates to the iOS 11. It unsubscribed me from all my podcasts. @AppleSupport,@585522 We'd like to look into this with you. DM us if you're able to subscribe to any podcasts at this point and we'll help there. https://t.co/GDrqU22YpT,1977263,1977262
@AppleSupport what happens if bought an app but it’s not appearing on phone &amp; if u click to download again it charges u again????? Got £3.98 charge for app not got? As thought it would come from cloud if clicked it agin ??,"@678351 For best assistance purchasing an app, please reach out to our iTunes experts here: https://t.co/SDIe7UiyJN DM us if you have any additional questions! https://t.co/GDrqU22YpT",2345942,2345941
"@AppleSupport Thank you 😊 seems they had become hidden items, I’ve managed to unhide and re-download. Thanks for the response","@779811 You're most welcome! Thank you for contacting us back and letting us know. If you ever need any help in the future, please let us know. Have a wonderful day!",2794389,2794391
@AppleSupport Yes it happens with Live Photos as well. And yes it was the same after a restart.,@310884 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,801055,801054
"Uhhhh @AppleSupport , this you? 🤔 why is it saying my Apple ID will be disabled? https://t.co/onVhJjkYAU","@129598 This isn't us, and we'd love to see it. You can forward it to the address in this article: https://t.co/LNMCdqt6fD",59606,59605
Why is shit popping up as questions marks on my phone?? What’s going on @AppleSupport,@356766 We're here to help. DM us which model of iPhone and version of the operating system you're using and we'll get started. https://t.co/GDrqU22YpT,1000080,1000079
